feature,perm_importance_mean,perm_importance_std,model_name,model_accuracy,model_mcc,model_auc
ALOX5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
IQCB1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LNPEP,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HTR7P1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PTGIR,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TMEM184B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MT4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
EIF2AK2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BLVRB,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
OXSR1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF304,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
EIF2S1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HNRNPA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DPP6,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SBF1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
IL1R2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MRPS7,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CACNA1G,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CBFA2T2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
L1TD1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CDK10,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ASMT,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CHD9,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ING4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
COQ4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PITX3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PMM2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ACAA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TCF21,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PRCP,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ROR1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PDGFA,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ABCD2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MPV17,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
NFKBIB,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RAB3A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FGF22,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RHCG,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
C21orf91,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZBTB1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PDP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DCLRE1A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SRD5A3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LXN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CAPZA2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MYCN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SF3B1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
STK38,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TBL1XR1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BASP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FOXI1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TBRG4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SIPA1L1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DNASE1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZMPSTE24,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SMOX,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ATP1A3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TULP2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARL4C,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HSPB6,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ADRA2A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RHBDF2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
KCTD15,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RPGRIP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SDC4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FAM20B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TMX4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HOXB5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SCP2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PLA2G2F,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CAMK2B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PRB4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CD160,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PIGK,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SAMM50,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CSNK1G2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FGF3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PDE6G,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MTMR9,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GTF3C5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RBM5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CITED2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
COL9A2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
WWTR1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SMARCAL1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RHOBTB2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF467,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TWF2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SIRT1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CACNA1H,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CYP2B6,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ASPSCR1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GPR176,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PAX8,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HIPK2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
EYA4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ACOT9,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PSORS1C2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SOCS1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
AATF,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CARD9,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RTF1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
EIF1AX,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FNDC4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
IARS2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TNIP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF552,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FBN2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ALB,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARGLU1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF224,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DDRGK1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PCSK1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HTR2B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
NFU1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SIGLEC7,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LPAL2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARID4B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GEM,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LAMB2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
APBB1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ATG4B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARHGEF11,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TAX1BP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RABEPK,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CHMP4A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FHL5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
B3GALT2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
C3orf36,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PSAT1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PIK3R4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
COL4A4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
VPS11,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GSR,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DIO2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
KCNK13,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CDK5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
NEUROG3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DSCAM,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MEA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SLC33A1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ACOT13,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TRAF3IP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZG16,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GHRHR,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
UNC50,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TMEM30B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
NEIL3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SLC6A16,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TRPV5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DLGAP2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MRPL4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ITGB3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CSN1S1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BICD2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RNF125,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
NRP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TES,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CTTN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MARK2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TPPP,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PEX13,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TMED1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CHMP5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RFNG,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PADI4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ADNP,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CYP27A1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
USP13,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LGALS3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
VGLL1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SYN3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TRMT112,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GRK1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PKP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
C15orf39,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GTF2H5,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TRIM31,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FBXL15,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FLCN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF639,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BGN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
C1S,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CDC123,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BTRC,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ULK1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BCL2L14,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SART3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PLCH1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SIRT7,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CELA3B,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PPA2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HOMER3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FAM163A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ERICH1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PCDHGA8,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PCDHGC3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PEX14,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SP3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
B3GALNT1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SLC1A7,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SMPD3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARHGAP12,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CYP4A11,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
VNN1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
OR1D2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PPP1R9A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CD9,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TKTL1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SLIT2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SLC25A20,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ST8SIA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RPL4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARAP3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
BPIFA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SLC7A4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DHCR7,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LUC7L,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CD22,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TIMP3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CLTB,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RALBP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PITPNB,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SPINT3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HIF1AN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF432,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DBP,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
IPW,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ZNF140,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
B3GALT4,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CNGA3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
NCAPH2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
HBBP1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LPGAT1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TCAP,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ARTN,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DHX30,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RNF7,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TRAPPC3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PGLS,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TRPV6,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RNF216,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
MAZ,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
FAM216A,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
P4HA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
TNIP3,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DR1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CLCA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RBM39,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
CCL24,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
DRAM1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
OR7C2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
SRSF1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
GABRA2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PAK2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
ATP6V0E1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
LILRA1,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
UBD,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
PPP1R13L,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
RRM2,0.000000,0.000000,Source: gse20194,0.913043,0.817460,0.926808
