feature,perm_importance_mean,perm_importance_std,model_name,model_accuracy,model_mcc,model_auc
DENND2A,0.002981,0.004216,Source: gse62944,0.937037,0.822247,0.962487
RGS11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CDC5L,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PPP1R15A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MACF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
APBB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ATG4B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CPS1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ABCD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARHGEF3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LAMB2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MTR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KRT3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FASN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TTBK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NR3C1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C11orf71,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC11A2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TUBA3C,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MAU2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RTN4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZMYND11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DIAPH2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LEMD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLVAP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARHGEF11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DRD5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CABIN1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD2AP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
VWA5A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC13A4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ROCK1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KIAA0087,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NUDCD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PAQR5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BEX1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NOP56,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TARP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RANBP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LAT,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
UAP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RGS20,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AFF3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BARD1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FMO4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WDR74,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLA2G15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SH3GLB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HOXA3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SRSF9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DUSP11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GUCY2C,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYP2J2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HSD3B1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CRMP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GJA4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CPEB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ENPP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GP1BA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PA2G4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRABD,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRIOBP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HECW1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMEM158,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LRRC1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DLGAP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CIITA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FBXW7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TPPP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SCN3A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KCNJ13,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SEMA7A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BOP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SGSH,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TSPYL1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF304,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FHL5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ALOX5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
IQCB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LNPEP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HTR7P1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PTGIR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMEM184B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FOXI1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EIF2AK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BLVRB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
OXSR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SRD5A3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZMPSTE24,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SMOX,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ATP1A3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TULP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARL4C,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HSPB6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MT4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MEA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CHD9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ING4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
COQ4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PITX3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PMM2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ACAA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TCF21,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRCP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARHGAP22,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDGFA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ASMT,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
B3GALT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CLEC4E,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZSCAN16,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KIFC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FOXD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EAPP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CPEB3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RRM1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ROR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZBTB1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DCLRE1A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DNASE1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CHMP4A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LXN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CAPZA2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MYCN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RABEPK,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADRA2A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STK38,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TBL1XR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TAX1BP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BASP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DEAF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TBRG4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SIPA1L1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TCERG1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
COLQ,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
JAK3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SF3B1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RHBDF2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KCTD15,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RPGRIP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CSNK1G2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FAM20B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMX4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HOXB5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SCP2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLA2G2F,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C21orf91,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRB4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD160,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PIGK,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SAMM50,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SDC4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MPV17,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NFKBIB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RAB3A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FGF22,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RHCG,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CAMK2B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SPINT3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HIF1AN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF432,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SYN3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PSORS1C2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SOCS1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
AATF,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CARD9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RTF1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZFY,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FNDC4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
IARS2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TNIP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF552,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BICD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GEM,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ALB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARGLU1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF224,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EIF1AX,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RNF7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
OR1D2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PPP1R9A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TKTL1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLIT2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NRP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC25A20,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ST8SIA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PITPNB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARAP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BPIFA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DBP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DHCR7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LUC7L,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CD22,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TIMP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CLTB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RALBP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RNF125,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RPL4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TWF2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SIRT1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CACNA1H,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYP2B6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ASPSCR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GPR176,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PAX8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HIPK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
EYA4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DDRGK1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC33A1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ACOT13,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRAF3IP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZG16,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GHRHR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
UNC50,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMEM30B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NEIL3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC6A16,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRPV5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
C3orf36,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PCSK1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HTR2B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NFU1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SIGLEC7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LPAL2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CSN1S1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARID4B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FBN2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ITGB3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF467,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MRPL4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDE6G,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MTMR9,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
GTF3C5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RBM5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CITED2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
COL9A2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
WWTR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SMARCAL1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PEX13,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FGF3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BCL2L14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SART3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PLCH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SIRT7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CELA3B,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PPA2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HOMER3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
VNN1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ERICH1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CLCA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PCDHGC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PEX14,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
B3GALNT1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLC1A7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SMPD3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARHGAP12,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYP4A11,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FAM163A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PCDHGA8,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PRKCSH,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF236,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ORC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
IFIT5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PDGFB,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HMMR,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MARK2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADAMTS3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STRA6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ULK1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
KLHL24,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
SLA,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DLX5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARIH2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
STARD7,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CTTN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RHOBTB2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ABCD2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CDC123,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
BTRC,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MEFV,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
IPW,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ZNF140,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
B3GALT4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CNGA3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
NCAPH2,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
HBBP1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LPGAT1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TCAP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ARTN,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TMED1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RBM39,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRAPPC3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PGLS,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TRPV6,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RNF216,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
MAZ,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
FAM216A,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
P4HA1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
TNIP3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DR1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
DHX30,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CHMP5,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
RFNG,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
PADI4,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
ADNP,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
CYP27A1,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
USP13,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
LGALS3,0.000000,0.000000,Source: gse62944,0.937037,0.822247,0.962487
